	E12_1_week_IP_vs_naive_adult_3_IP.enrichment	E12_1_week_IP_vs_naive_adult_3_IP.p	E12_1_week_IP_vs_naive_adult_3_IP.FDR	E12_1_week_IP_vs_naive_adult_3_IP.nonNull	E12_1_week_IP_vs_naive_adult_3_IP.instanceCount	E12_1_week_IP_vs_naive_adult_3_IP.specificity	E12_1_week_IP_vs_naive_adult_3_IP.reliable	E12_2_week_IP_vs_naive_adult_3_IP.enrichment	E12_2_week_IP_vs_naive_adult_3_IP.p	E12_2_week_IP_vs_naive_adult_3_IP.FDR	E12_2_week_IP_vs_naive_adult_3_IP.nonNull	E12_2_week_IP_vs_naive_adult_3_IP.instanceCount	E12_2_week_IP_vs_naive_adult_3_IP.specificity	E12_2_week_IP_vs_naive_adult_3_IP.reliable	E12_3_day_IP_vs_naive_adult_3_IP.enrichment	E12_3_day_IP_vs_naive_adult_3_IP.p	E12_3_day_IP_vs_naive_adult_3_IP.FDR	E12_3_day_IP_vs_naive_adult_3_IP.nonNull	E12_3_day_IP_vs_naive_adult_3_IP.instanceCount	E12_3_day_IP_vs_naive_adult_3_IP.specificity	E12_3_day_IP_vs_naive_adult_3_IP.reliable	naive_1_week_IP_vs_naive_adult_3_IP.enrichment	naive_1_week_IP_vs_naive_adult_3_IP.p	naive_1_week_IP_vs_naive_adult_3_IP.FDR	naive_1_week_IP_vs_naive_adult_3_IP.nonNull	naive_1_week_IP_vs_naive_adult_3_IP.instanceCount	naive_1_week_IP_vs_naive_adult_3_IP.specificity	naive_1_week_IP_vs_naive_adult_3_IP.reliable	naive_2_weeks_IP_vs_naive_adult_3_IP.enrichment	naive_2_weeks_IP_vs_naive_adult_3_IP.p	naive_2_weeks_IP_vs_naive_adult_3_IP.FDR	naive_2_weeks_IP_vs_naive_adult_3_IP.nonNull	naive_2_weeks_IP_vs_naive_adult_3_IP.instanceCount	naive_2_weeks_IP_vs_naive_adult_3_IP.specificity	naive_2_weeks_IP_vs_naive_adult_3_IP.reliable	naive_3_days_IP_vs_naive_adult_3_IP.enrichment	naive_3_days_IP_vs_naive_adult_3_IP.p	naive_3_days_IP_vs_naive_adult_3_IP.FDR	naive_3_days_IP_vs_naive_adult_3_IP.nonNull	naive_3_days_IP_vs_naive_adult_3_IP.instanceCount	naive_3_days_IP_vs_naive_adult_3_IP.specificity	naive_3_days_IP_vs_naive_adult_3_IP.reliable
arachidonyltrifluoromethane	-0.824098360655738	0.06134	0.3138020703125	1	2	0.0915032679738562	TRUE	-0.707704918032787	0.17033	0.484699934782609	0.5	2	0.215686274509804	FALSE	-0.844918032786885	0.04756	0.375792083333333	1	2	0.0849673202614379	TRUE	-0.787704918032787	0.09051	0.421628434163701	1	2	0.137254901960784	TRUE	0.727704918032787	0.14765	0.649755973154362	0	2	0.163522012578616	FALSE	-0.54344262295082	0.41718	0.837559233128834	0	2	0.418300653594771	FALSE
trichostatin A	0.368021978021978	0	0	0.313186813186813	182	0.523809523809524	FALSE	0.391295262114934	0	0	0.340659340659341	182	0.480952380952381	FALSE	0.493658800216177	0	0	0.593406593406593	182	0.280952380952381	TRUE	0.521451990632319	0	0	0.884615384615385	182	0.223809523809524	TRUE	-0.277645469284814	0	0	0.395604395604396	182	0.598039215686274	FALSE	0.430311655557557	0	0	0.0824175824175824	182	0.419047619047619	FALSE
diclofenac	0.318852459016393	0.58775	0.825920010729614	0.4	5	0.453125	FALSE	0.348688524590164	0.47332	0.755104643288996	0.6	5	0.328125	TRUE	-0.315245901639344	0.6022	0.8957725	0.2	5	0.641304347826087	FALSE	0.50655737704918	0.10238	0.446451627906977	0.8	5	0.0390625	TRUE	0.282786885245902	0.72941	0.942544610069102	0.4	5	0.6171875	FALSE	-0.366229508196721	0.41034	0.833530923076923	0.2	5	0.418478260869565	FALSE
mercaptopurine	-0.630983606557377	0.27163	0.634736666666667	0	2	0.232876712328767	FALSE	-0.447377049180328	0.69004	0.874396808510638	0.5	2	0.678082191780822	FALSE	-0.750819672131148	0.12434	0.538449639344262	0.5	2	0.0753424657534247	FALSE	-0.403606557377049	0.81302	0.945479307282416	0.5	2	0.835616438356164	FALSE	-0.678688524590164	0.20556	0.7007240625	0.5	2	0.164383561643836	FALSE	-0.605901639344262	0.30892	0.782256435272045	0.5	2	0.294520547945205	FALSE
nifedipine	-0.192459016393443	0.91657	0.972277252836305	0.428571428571429	7	0.91875	FALSE	-0.395409836065574	0.1663	0.479486123348018	0.285714285714286	7	0.16875	FALSE	-0.240281030444965	0.73054	0.928094197983501	0.428571428571429	7	0.725	FALSE	0.285925058548009	0.5255	0.832210467065868	0.714285714285714	7	0.578947368421053	TRUE	-0.303770491803279	0.45103	0.87131275	0.285714285714286	7	0.425	FALSE	-0.216744730679157	0.83143	0.968194991119005	0.428571428571429	7	0.85625	FALSE
nitrendipine	0.248032786885246	0.85003	0.943333454699407	0.6	5	0.859060402684564	TRUE	0.318032786885246	0.59089	0.816039989451477	0.8	5	0.610738255033557	TRUE	-0.261311475409836	0.80733	0.941885	0.4	5	0.760736196319018	FALSE	0.323770491803279	0.56857	0.85058072	0.4	5	0.570469798657718	FALSE	-0.289672131147541	0.70317	0.942544610069102	0.6	5	0.668711656441718	TRUE	-0.27655737704918	0.75285	0.951822814601345	0.2	5	0.723926380368098	FALSE
felodipine	0.376065573770492	0.21102	0.571894782608696	0.285714285714286	7	0.475247524752475	FALSE	-0.292154566744731	0.49885	0.762781697674419	0.285714285714286	7	0.654545454545455	FALSE	0.461639344262295	0.06941	0.445380833333333	0.714285714285714	7	0.212871287128713	TRUE	-0.276206088992974	0.5658	0.849348853211009	0.428571428571429	7	0.718181818181818	FALSE	-0.382576112412178	0.1952	0.698935243243243	0.571428571428571	7	0.381818181818182	TRUE	-0.474121779859485	0.0577	0.463369938650307	0.714285714285714	7	0.163636363636364	TRUE
azathioprine	-0.249133489461358	0.69097	0.884224406614786	0.428571428571429	7	0.635761589403974	FALSE	-0.265690866510539	0.61337	0.827733329896907	0.285714285714286	7	0.576158940397351	FALSE	0.343770491803279	0.3052	0.7361921875	0.428571428571429	7	0.279503105590062	FALSE	-0.291803278688525	0.50027	0.822680188442211	0.428571428571429	7	0.470198675496689	FALSE	-0.179765807962529	0.94781	0.998604378834356	0.428571428571429	7	0.940397350993378	FALSE	0.228009367681499	0.78455	0.953153571428571	0.428571428571429	7	0.763975155279503	FALSE
sodium phenylbutyrate	-0.220608899297424	0.81617	0.932197445510026	0.428571428571429	7	0.915032679738562	FALSE	0.204426229508197	0.87878	0.948200814814815	0.428571428571429	7	0.893081761006289	FALSE	-0.292295081967213	0.49841	0.853037275064267	0.428571428571429	7	0.594771241830065	FALSE	-0.216651053864169	0.8319	0.947845311958405	0.428571428571429	7	0.915032679738562	FALSE	-0.222459016393443	0.80835	0.952836534653465	0.285714285714286	7	0.908496732026144	FALSE	-0.244754098360656	0.71076	0.946667746478873	0.285714285714286	7	0.790849673202614	FALSE
novobiocin	-0.173588342440801	0.90888	0.970859375	0.444444444444444	9	0.917582417582418	FALSE	0.212131147540984	0.73903	0.894451072088725	0.444444444444444	9	0.738461538461539	FALSE	-0.357049180327869	0.15517	0.5642725	0.444444444444444	9	0.214285714285714	FALSE	0.416138433515483	0.06217	0.347780042735043	0.777777777777778	9	0.0769230769230769	TRUE	0.42167577413479	0.05665	0.478418387096774	0.333333333333333	9	0.0692307692307692	FALSE	-0.324171220400729	0.24041	0.764279325153374	0.111111111111111	9	0.296703296703297	FALSE
fasudil	-0.417377049180328	0.77836	0.919789893711249	0.5	2	0.728813559322034	FALSE	-0.653770491803279	0.23877	0.584205476635514	0	2	0.152542372881356	FALSE	-0.776885245901639	0.09987	0.504748378378378	0.5	2	0.0395480225988701	FALSE	0.450819672131148	0.67855	0.905342790224033	0.5	2	0.540740740740741	FALSE	0.538852459016393	0.42572	0.85470472392638	0.5	2	0.288888888888889	FALSE	-0.55655737704918	0.39329	0.823589555555556	0	2	0.322033898305085	FALSE
2-deoxy-D-glucose	-0.828196721311475	1e-05	0.000251730769230769	1	1	0.508196721311475	FALSE	0.559508196721311	1e-05	0.000256666666666667	1	1	0.884210526315789	FALSE	-0.80344262295082	1e-05	0.0002618	1	1	0.557377049180328	FALSE	-0.962950819672131	1e-05	0.00023375	1	1	0.114754098360656	FALSE	0.770983606557377	1e-05	0.000242407407407407	0	1	0.394736842105263	FALSE	-0.545081967213115	1e-05	0.000246981132075472	0	1	0.926229508196721	FALSE
imatinib	-0.86	0.03912	0.246192692307692	1	2	0.0533333333333333	TRUE	-0.599016393442623	0.32087	0.661353726415094	0.5	2	0.386666666666667	FALSE	0.491475409836066	0.53419	0.871888665835412	0	2	0.703703703703704	FALSE	-0.392950819672131	0.83798	0.948068988764045	0.5	2	0.84	FALSE	0.448688524590164	0.68612	0.93892739039666	0	2	0.808641975308642	FALSE	0.587377049180328	0.33964	0.786877530864198	0	2	0.444444444444444	FALSE
pirinixic acid	-0.383114754098361	0.35527	0.693808958333333	0.2	5	0.406593406593407	FALSE	0.249672131147541	0.84543	0.934195189873418	0.4	5	0.853846153846154	FALSE	0.34655737704918	0.48074	0.846977322623829	0.6	5	0.353846153846154	TRUE	-0.339508196721311	0.50783	0.828864675810474	0.4	5	0.505494505494505	FALSE	0.491803278688525	0.12179	0.616415509433962	0.6	5	0.0692307692307692	TRUE	0.275737704918033	0.75512	0.951822814601345	0.4	5	0.746153846153846	FALSE
rosiglitazone	-0.313231850117096	0.09993	0.411657931034483	0.5	14	0.236024844720497	FALSE	-0.339578454332553	0.05963	0.323463636363636	0.428571428571429	14	0.161490683229814	FALSE	-0.380351288056206	0.02451	0.255982222222222	0.428571428571429	14	0.0993788819875776	FALSE	-0.21672131147541	0.45976	0.789797690288714	0.428571428571429	14	0.602484472049689	FALSE	0.164683840749415	0.7841	0.950192680695334	0.357142857142857	14	0.834437086092715	FALSE	-0.243325526932084	0.32044	0.782699275092937	0.142857142857143	14	0.509316770186335	FALSE
troglitazone	-0.293196721311475	0.10192	0.416596386292835	0.375	16	0.173611111111111	FALSE	-0.293606557377049	0.10102	0.390074277286136	0.25	16	0.173611111111111	FALSE	-0.367868852459016	0.01834	0.206957413793103	0.3125	16	0.0208333333333333	FALSE	-0.199139344262295	0.48719	0.812397082802548	0.3125	16	0.548611111111111	FALSE	-0.111270491803279	0.97513	0.998604378834356	0.375	16	0.986111111111111	FALSE	-0.229754098360656	0.31558	0.782256435272045	0.25	16	0.444444444444444	FALSE
cobalt chloride	-0.584918032786885	0.16517	0.509373075117371	0.666666666666667	3	0.118110236220472	TRUE	-0.639508196721311	0.09573	0.384783293413174	0	3	0.047244094488189	FALSE	-0.473387978142077	0.39702	0.7995372	0.666666666666667	3	0.409448818897638	TRUE	-0.415081967213115	0.5516	0.84152394644936	0.333333333333333	3	0.590551181102362	FALSE	0.590655737704918	0.15613	0.65491821086262	0.333333333333333	3	0.12972972972973	FALSE	0.568306010928962	0.19234	0.699900303030303	0.666666666666667	3	0.156756756756757	TRUE
wortmannin	0.310291438979964	0.04903	0.277836666666667	0.611111111111111	18	0.483870967741935	TRUE	0.317777777777778	0.04085	0.269334731707317	0.777777777777778	18	0.464516129032258	TRUE	0.471967213114754	0.00033	0.00815037735849057	0.611111111111111	18	0.154838709677419	TRUE	0.304772313296903	0.05567	0.335656422018349	0.444444444444444	18	0.509677419354839	FALSE	-0.211384335154827	0.34735	0.809421542553191	0.5	18	0.726114649681529	FALSE	0.107431693989071	0.97107	0.991630969743987	0.333333333333333	18	1	FALSE
tetraethylenepentamine	0.326393442622951	0.44675	0.752982706480305	0.5	6	0.423357664233577	FALSE	-0.334863387978142	0.41668	0.726261558784676	0.333333333333333	6	0.44	FALSE	-0.522021857923497	0.04797	0.375792083333333	0.5	6	0.0342857142857143	FALSE	-0.321803278688525	0.46375	0.790905299479167	0.5	6	0.537142857142857	FALSE	-0.240874316939891	0.80497	0.952836534653465	0.333333333333333	6	0.868571428571429	FALSE	0.305901639344262	0.52821	0.879376944444444	0.5	6	0.525547445255474	FALSE
clozapine	-0.307936354869817	0.06207	0.314715945945946	0.529411764705882	17	0.0935251798561151	TRUE	-0.161436837029894	0.70936	0.878602781456954	0.470588235294118	17	0.776978417266187	FALSE	0.214108003857281	0.36405	0.777274440842788	0.470588235294118	17	0.497109826589595	FALSE	-0.347820636451302	0.02415	0.207975986842105	0.529411764705882	17	0.0503597122302158	TRUE	0.248428158148505	0.20534	0.7007240625	0.352941176470588	17	0.369942196531792	FALSE	-0.134686595949855	0.87745	0.971422713567839	0.352941176470588	17	0.913669064748201	FALSE
thioridazine	0.28672131147541	0.05987	0.309831023622047	0.4	20	0.767123287671233	FALSE	0.247540983606557	0.1442	0.453288	0.65	20	0.835616438356164	TRUE	0.435409836065574	0.00058	0.01309	0.8	20	0.392694063926941	TRUE	-0.400327868852459	0.00202	0.0326441975308642	0.45	20	0.236559139784946	FALSE	-0.305081967213115	0.03775	0.374354166666667	0.25	20	0.440860215053763	FALSE	-0.184098360655738	0.4529	0.847822129760226	0.35	20	0.817204301075269	FALSE
haloperidol	-0.18844262295082	0.17926	0.527306382022472	0.375	32	0.319327731092437	FALSE	-0.167786885245902	0.29133	0.632422835820896	0.4375	32	0.46218487394958	FALSE	-0.120102459016393	0.69813	0.926475275827482	0.28125	32	0.815126050420168	FALSE	0.121536885245902	0.68435	0.908971724137931	0.5	32	0.849740932642487	FALSE	0.134733606557377	0.55816	0.908745572139304	0.3125	32	0.787564766839378	FALSE	0.185389344262295	0.19353	0.699900303030303	0.34375	32	0.518134715025907	FALSE
chlorpromazine	0.387359792924935	0.00467	0.0617477777777778	0.736842105263158	19	0.032258064516129	TRUE	0.368188093183779	0.00868	0.106188037383178	0.789473684210526	19	0.0451612903225806	TRUE	0.270914581535807	0.10216	0.510410076335878	0.578947368421053	19	0.32258064516129	TRUE	0.331932700603969	0.0236	0.206211133333333	0.684210526315789	19	0.0903225806451613	TRUE	-0.0921656600517687	0.99226	0.998604378834356	0.315789473684211	19	1	FALSE	0.345228645383952	0.0164	0.209694174757282	0.578947368421053	19	0.0774193548387097	TRUE
trifluoperazine	0.347131147540984	0.03073	0.2156	0.5625	16	0.533653846153846	TRUE	0.323524590163934	0.05364	0.308189122807018	0.5625	16	0.600961538461538	TRUE	0.394303278688525	0.00908	0.133081666666667	0.625	16	0.432692307692308	TRUE	-0.266803278688525	0.17025	0.544883251833741	0.3125	16	0.538461538461538	FALSE	-0.292827868852459	0.10256	0.571633644067797	0.4375	16	0.471153846153846	FALSE	-0.264180327868852	0.17816	0.681904795321638	0.4375	16	0.557692307692308	FALSE
iloprost	-0.734918032786885	0.03722	0.241905792079208	0.666666666666667	3	0.0875	TRUE	-0.484262295081967	0.36987	0.6987068	0.333333333333333	3	0.44375	FALSE	-0.552896174863388	0.21997	0.660414518348624	0.666666666666667	3	0.325	TRUE	-0.285573770491803	0.91909	0.974160979757085	0.333333333333333	3	0.93125	FALSE	0.91672131147541	0.00112	0.0229075	1	3	0.0131578947368421	TRUE	0.749672131147541	0.03122	0.34342	1	3	0.118421052631579	TRUE
copper sulfate	-0.619344262295082	0.05247	0.287377531380753	0.5	4	0.0367647058823529	FALSE	-0.66344262295082	0.02845	0.210401412429379	0.5	4	0.0147058823529412	FALSE	-0.483114754098361	0.21736	0.657099861431871	0.25	4	0.191176470588235	FALSE	-0.406885245901639	0.41543	0.763157938718663	0.25	4	0.419117647058824	FALSE	-0.362459016393443	0.56098	0.909080666666667	0.25	4	0.580882352941177	FALSE	0.494590163934426	0.19564	0.703551538461539	0.75	4	0.244318181818182	TRUE
oxamic acid	-0.781311475409836	1e-05	0.000251730769230769	1	1	0.436708860759494	FALSE	-0.645245901639344	1e-05	0.000256666666666667	0	1	0.632911392405063	FALSE	0.687377049180328	1e-05	0.0002618	1	1	0.623376623376623	FALSE	0.535573770491803	1e-05	0.00023375	0	1	0.915584415584416	FALSE	-0.988688524590164	1e-05	0.000242407407407407	1	1	0.0189873417721519	FALSE	-0.801639344262295	1e-05	0.000246981132075472	1	1	0.360759493670886	FALSE
W-13	-0.421967213114754	0.76563	0.916754264840183	0.5	2	0.76	FALSE	-0.597049180327869	0.3239	0.662443853354134	0.5	2	0.293333333333333	FALSE	0.605409836065574	0.30982	0.737173684210526	0	2	0.376543209876543	FALSE	-0.771639344262295	0.10447	0.448877916666667	1	2	0.113333333333333	TRUE	-0.837540983606557	0.05231	0.466729256756757	1	2	0.0466666666666667	TRUE	-0.768032786885246	0.10763	0.575799714285714	1	2	0.113333333333333	TRUE
arachidonic acid	-0.367650273224044	0.68331	0.883033877952756	0.333333333333333	3	0.826923076923077	FALSE	-0.289453551912568	0.9113	0.962526701612903	0.333333333333333	3	0.948717948717949	FALSE	0.299945355191257	0.88633	0.967394633333333	0.666666666666667	3	0.903846153846154	TRUE	0.40568306010929	0.57855	0.853341227477478	0.666666666666667	3	0.666666666666667	TRUE	0.491967213114754	0.35181	0.810799192982456	0.333333333333333	3	0.352564102564103	FALSE	0.452131147540984	0.45165	0.847822129760226	0.333333333333333	3	0.525641025641026	FALSE
oligomycin	-0.515737704918033	1e-05	0.000251730769230769	0	1	0.980392156862745	FALSE	-0.522950819672131	1e-05	0.000256666666666667	0	1	0.954248366013072	FALSE	0.590327868852459	1e-05	0.0002618	0	1	0.786163522012579	FALSE	-0.787213114754098	1e-05	0.00023375	1	1	0.457516339869281	FALSE	-0.70344262295082	1e-05	0.000242407407407407	1	1	0.65359477124183	FALSE	0.545737704918033	1e-05	0.000246981132075472	0	1	0.89937106918239	FALSE
prochlorperazine	0.369631147540984	0.0175	0.160192307692308	0.625	16	0.412621359223301	TRUE	0.300245901639344	0.08832	0.372665144694534	0.6875	16	0.601941747572815	TRUE	0.515	0.00017	0.00436333333333333	0.875	16	0.131067961165049	TRUE	-0.191188524590164	0.53902	0.836753076923077	0.4375	16	0.773584905660377	FALSE	-0.341147540983607	0.03536	0.370230551181102	0.5625	16	0.311320754716981	TRUE	-0.177049180327869	0.63306	0.912021666666667	0.375	16	0.80188679245283	FALSE
quinpirole	-0.628196721311475	0.04682	0.268458826086956	0.75	4	0.0740740740740741	TRUE	-0.637377049180328	0.04121	0.269334731707317	0.5	4	0.0666666666666667	FALSE	-0.385737704918033	0.48173	0.846977322623829	0.25	4	0.637037037037037	FALSE	-0.594098360655738	0.07192	0.382696260162602	0.5	4	0.111111111111111	FALSE	-0.398360655737705	0.44234	0.870711368421053	0.25	4	0.614814814814815	FALSE	-0.541147540983607	0.12822	0.628465985130111	0.5	4	0.259259259259259	FALSE
deferoxamine	0.358852459016393	0.19853	0.555290106837607	0.625	8	0.322147651006711	TRUE	0.392213114754098	0.12887	0.430980831234257	0.875	8	0.248322147651007	TRUE	-0.39344262295082	0.12673	0.542122777777778	0.125	8	0.269938650306748	FALSE	0.33327868852459	0.27	0.661826492537313	0.625	8	0.436241610738255	TRUE	0.200327868852459	0.84729	0.965511629310345	0.375	8	0.919463087248322	FALSE	0.185245901639344	0.90211	0.97634794892916	0.375	8	0.953020134228188	FALSE
calmidazolium	-0.472295081967213	0.60636	0.837456223628692	0.5	2	0.655737704918033	FALSE	0.387704918032787	0.84957	0.93420395465995	0.5	2	0.957894736842105	FALSE	0.654918032786885	0.23675	0.681404127659574	1	2	0.473684210526316	TRUE	-0.492459016393443	0.53003	0.832210467065868	0.5	2	0.581967213114754	FALSE	0.569508196721311	0.37042	0.828336977928693	0	2	0.636842105263158	FALSE	-0.472459016393443	0.60584	0.900152698412698	0.5	2	0.655737704918033	FALSE
fluphenazine	0.241748633879781	0.20799	0.567033762993763	0.666666666666667	18	0.65979381443299	TRUE	0.234499089253188	0.23644	0.580675347091933	0.555555555555556	18	0.685567010309278	TRUE	0.337978142076503	0.02464	0.255982222222222	0.666666666666667	18	0.350515463917526	TRUE	-0.26672131147541	0.12955	0.491439224137931	0.444444444444444	18	0.423728813559322	FALSE	-0.170619307832423	0.60951	0.917842643020595	0.444444444444444	18	0.745762711864407	FALSE	-0.187285974499089	0.49322	0.86198261682243	0.333333333333333	18	0.686440677966102	FALSE
dopamine	0.745409836065574	1e-05	0.000251730769230769	1	1	0.52317880794702	FALSE	0.701147540983607	1e-05	0.000256666666666667	1	1	0.576158940397351	FALSE	-0.733770491803279	1e-05	0.0002618	0	1	0.509316770186335	FALSE	0.590163934426229	1e-05	0.00023375	1	1	0.748344370860927	FALSE	0.831967213114754	1e-05	0.000242407407407407	1	1	0.324503311258278	FALSE	-0.733770491803279	1e-05	0.000246981132075472	1	1	0.509316770186335	FALSE
gefitinib	0.652295081967213	1e-05	0.000251730769230769	1	1	0.6875	FALSE	-0.547868852459016	1e-05	0.000256666666666667	0	1	0.848684210526316	FALSE	0.703114754098361	1e-05	0.0002618	1	1	0.61875	FALSE	-0.802295081967213	1e-05	0.00023375	1	1	0.434210526315789	FALSE	-0.923114754098361	1e-05	0.000242407407407407	1	1	0.131578947368421	FALSE	-0.970819672131148	1e-05	0.000246981132075472	1	1	0.0657894736842105	FALSE
"1,5-isoquinolinediol"	0.658524590163934	1e-05	0.000251730769230769	1	1	0.627737226277372	FALSE	-0.732622950819672	1e-05	0.000256666666666667	0	1	0.52	FALSE	-0.520983606557377	1e-05	0.0002618	0	1	0.977142857142857	FALSE	-0.608852459016393	1e-05	0.00023375	0	1	0.834285714285714	FALSE	-0.719672131147541	1e-05	0.000242407407407407	1	1	0.56	FALSE	-0.642131147540984	1e-05	0.000246981132075472	0	1	0.76	FALSE
"4,5-dianilinophthalimide"	0.489180327868852	0.54307	0.803965073280722	0.5	2	0.504065040650406	FALSE	0.497377049180328	0.51021	0.76459598407281	0.5	2	0.495934959349593	FALSE	0.40672131147541	0.80549	0.9414164375	0.5	2	0.772357723577236	FALSE	-0.385245901639344	0.85474	0.954414346349745	0.5	2	0.941798941798942	FALSE	-0.471639344262295	0.6083	0.917842643020595	0.5	2	0.804232804232804	FALSE	-0.722295081967213	0.15322	0.669620462046205	0.5	2	0.238095238095238	FALSE
fisetin	0.93655737704918	1e-05	0.000251730769230769	1	1	0.184873949579832	FALSE	0.967049180327869	1e-05	0.000256666666666667	1	1	0.117647058823529	FALSE	-0.757377049180328	1e-05	0.0002618	0	1	0.50259067357513	FALSE	0.85344262295082	1e-05	0.00023375	1	1	0.34453781512605	FALSE	-0.653934426229508	1e-05	0.000242407407407407	0	1	0.725388601036269	FALSE	0.769016393442623	1e-05	0.000246981132075472	1	1	0.53781512605042	FALSE
butein	-0.460163934426229	0.64884	0.861725177304965	0.5	2	0.661971830985915	FALSE	-0.607377049180328	0.30664	0.648451954765751	0	2	0.232394366197183	FALSE	0.367049180327869	0.89158	0.967655569306931	0.5	2	0.906432748538012	FALSE	-0.611147540983607	0.30119	0.684475190972222	0	2	0.21830985915493	FALSE	-0.393606557377049	0.8367	0.95989509202454	0.5	2	0.845070422535211	FALSE	-0.740655737704918	0.13463	0.638172688172043	1	2	0.0985915492957746	TRUE
